GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,YEAR.id,RCPTOTI,ESTAB,ECTGE20,EMP,PAYANN,EMPAVPW,HOURS,PAYANPW,CSTMTOT,RCPTOT,VALADD,CEXTOT
0400000US01,01,Alabama,323113,Commercial screen printing,2012,6,85,6,839,23641,629,1089,15045,19327,D,38453,D
0400000US01,01,Alabama,323117,Books printing,2012,9,4,0,14,518,9,14,319,865,2026,1161,D
0400000US01,01,Alabama,32312,Support activities for printing,2012,2,10,0,53,2095,34,59,1078,905,5673,4771,145
0400000US01,01,Alabama,323120,Support activities for printing,2012,2,10,0,53,2095,34,59,1078,905,5673,4771,145
0400000US01,01,Alabama,324,Petroleum and coal products manufacturing,2012,3,32,17,1937,133117,1339,2822,76394,3334382,5863532,2514227,84902
0400000US01,01,Alabama,3241,Petroleum and coal products manufacturing,2012,3,32,17,1937,133117,1339,2822,76394,3334382,5863532,2514227,84902
0400000US01,01,Alabama,32412,"Asphalt paving, roofing, and saturated materials manufacturing",2012,4,21,8,663,40914,452,D,22279,443870,D,D,51140
0400000US01,01,Alabama,324121,Asphalt paving mixture and block manufacturing,2012,5,13,2,169,9458,110,D,5469,D,D,D,2861
0400000US01,01,Alabama,324122,Asphalt shingle and coating materials manufacturing,2012,3,8,6,494,31456,342,D,16810,D,D,D,48279
0400000US01,01,Alabama,32419,Other petroleum and coal products manufacturing,2012,0,9,7,f,D,D,1236,D,D,629237,D,D
0400000US01,01,Alabama,324191,Petroleum lubricating oil and grease manufacturing,2012,1,3,2,b,D,D,D,D,88399,D,5607,D
0400000US01,01,Alabama,324199,All other petroleum and coal products manufacturing,2012,0,6,5,654,38623,506,D,27650,D,D,D,D
0400000US01,01,Alabama,325,Chemical manufacturing,2012,2,186,82,11477,722236,8051,16574,449551,6512475,11954365,5489107,440141
0400000US01,01,Alabama,3251,Basic chemical manufacturing,2012,1,58,22,3045,260055,2042,4647,163950,3134486,4832473,1735868,167257
0400000US01,01,Alabama,32512,Industrial gas manufacturing,2012,0,14,3,c,D,D,D,D,D,D,D,D
0400000US01,01,Alabama,325120,Industrial gas manufacturing,2012,0,14,3,c,D,D,D,D,D,D,D,D
0400000US01,01,Alabama,32518,Other basic inorganic chemical manufacturing,2012,0,21,9,1048,86024,701,1676,57109,D,1161167,D,61768
0400000US01,01,Alabama,325180,Other basic inorganic chemical manufacturing,2012,0,21,9,1048,86024,701,1676,57109,D,1161167,D,61768
0400000US01,01,Alabama,32519,Other basic organic chemical manufacturing,2012,2,21,9,1360,114572,945,2024,69945,1820551,2373977,595670,D
0400000US01,01,Alabama,325194,"Cyclic crude, intermediate, and gum and wood chemical manufacturing",2012,0,3,3,251,18305,153,329,9662,D,D,D,D
0400000US01,01,Alabama,325199,All other basic organic chemical manufacturing,2012,6,18,6,1109,96267,792,1695,60283,D,D,D,D
0400000US01,01,Alabama,3252,"Resin, synthetic rubber, and artificial synthetic fibers and filaments manufacturing",2012,4,28,20,4547,252007,3699,7436,184018,2128255,4595503,2460313,208188
0400000US01,01,Alabama,32521,Resin and synthetic rubber manufacturing,2012,4,23,16,2259,161540,1724,3441,114080,1629630,D,2099780,60914
0400000US01,01,Alabama,325211,Plastics material and resin manufacturing,2012,4,22,16,g,D,D,3439,D,D,D,D,D
0400000US01,01,Alabama,32522,Artificial and synthetic fibers and filaments manufacturing,2012,0,5,4,2288,90467,1975,3995,69938,498625,D,360533,147274
0400000US01,01,Alabama,325220,Artificial and synthetic fibers and filaments manufacturing,2012,0,5,4,2288,90467,1975,3995,69938,498625,D,360533,147274
0400000US01,01,Alabama,3253,"Pesticide, fertilizer, and other agricultural chemical manufacturing",2012,1,23,10,1019,61639,475,977,24823,509913,991117,497627,35845
0400000US01,01,Alabama,32531,Fertilizer manufacturing,2012,3,21,9,f,D,D,D,D,D,D,D,D
0400000US01,01,Alabama,325311,Nitrogenous fertilizer manufacturing,2012,7,5,3,166,D,110,230,D,55535,D,140515,D
0400000US01,01,Alabama,325312,Phosphatic fertilizer manufacturing,2012,0,3,2,e,D,D,D,D,D,D,D,D
0400000US01,01,Alabama,325314,Fertilizer (mixing only) manufacturing,2012,1,13,4,261,12036,160,321,6593,D,D,D,3621
0400000US01,01,Alabama,3254,Pharmaceutical and medicine manufacturing,2012,8,15,8,1099,50076,754,1265,28568,100471,423269,324487,6357
0400000US01,01,Alabama,32541,Pharmaceutical and medicine manufacturing,2012,8,15,8,1099,50076,754,1265,28568,100471,423269,324487,6357
0400000US01,01,Alabama,325411,Medicinal and botanical manufacturing,2012,3,5,3,195,12255,D,251,7814,10685,D,D,D
0400000US01,01,Alabama,325412,Pharmaceutical preparation manufacturing,2012,9,7,3,f,D,D,D,D,D,D,D,D
0400000US01,01,Alabama,325414,Biological product (except diagnostic) manufacturing,2012,0,3,2,c,D,D,D,D,D,D,D,D
0400000US01,01,Alabama,3255,"Paint, coating, and adhesive manufacturing",2012,3,25,11,926,58756,543,1120,27622,293790,D,225680,6157
0400000US01,01,Alabama,32551,Paint and coating manufacturing,2012,2,20,9,789,D,455,D,D,273139,452924,178041,D
0400000US01,01,Alabama,325510,Paint and coating manufacturing,2012,2,20,9,789,D,455,D,D,273139,452924,178041,D
0400000US01,01,Alabama,32552,Adhesive manufacturing,2012,7,5,2,137,D,88,D,D,20651,D,47639,D
0400000US01,01,Alabama,325520,Adhesive manufacturing,2012,7,5,2,137,D,88,D,D,20651,D,47639,D
0400000US01,01,Alabama,3256,"Soap, cleaning compound, and toilet preparation manufacturing",2012,3,13,3,244,10793,178,357,6351,53403,D,41039,3037
0400000US01,01,Alabama,32561,Soap and cleaning compound manufacturing,2012,0,10,2,c,D,D,D,D,D,D,D,D
0400000US01,01,Alabama,325611,Soap and other detergent manufacturing,2012,0,4,1,b,D,D,D,D,D,D,D,D
0400000US01,01,Alabama,325612,Polish and other sanitation good manufacturing,2012,7,4,0,23,D,D,D,439,3921,D,3207,D
0400000US01,01,Alabama,32562,Toilet preparation manufacturing,2012,9,3,1,c,D,D,D,D,D,D,D,D
0400000US01,01,Alabama,325620,Toilet preparation manufacturing,2012,9,3,1,c,D,D,D,D,D,D,D,D
0400000US01,01,Alabama,3259,Other chemical product and preparation manufacturing,2012,1,24,8,597,28910,360,772,14219,292157,493746,204093,13300
0400000US01,01,Alabama,32591,Printing ink manufacturing,2012,9,3,1,b,D,D,D,D,D,D,D,D
0400000US01,01,Alabama,325910,Printing ink manufacturing,2012,9,3,1,b,D,D,D,D,D,D,D,D
0400000US01,01,Alabama,32599,All other chemical product and preparation manufacturing,2012,1,19,5,471,21140,316,676,12088,D,D,D,D
0400000US01,01,Alabama,325991,Custom compounding of purchased resins,2012,0,4,2,285,11192,210,457,6874,D,210152,D,D
0400000US01,01,Alabama,325998,All other miscellaneous chemical product and preparation manufacturing,2012,2,13,3,c,D,D,215,D,D,D,D,D
0400000US01,01,Alabama,326,Plastics and rubber products manufacturing,2012,2,174,106,15794,705304,12867,26389,499082,2770208,4749684,1987218,261871
0400000US01,01,Alabama,3261,Plastics product manufacturing,2012,1,133,85,10874,450348,8702,17770,298189,1544691,3206070,1660899,201338
0400000US01,01,Alabama,32611,Plastics packaging materials and unlaminated film and sheet manufacturing,2012,0,15,11,1689,67155,1287,2607,43528,269867,657909,384858,51804
0400000US01,01,Alabama,326111,Plastics bag and pouch manufacturing,2012,0,6,6,837,D,D,1262,D,146444,D,D,D
0400000US01,01,Alabama,326112,Plastics packaging film and sheet (including laminated) manufacturing,2012,0,4,2,e,D,D,347,D,40036,D,D,D
0400000US01,01,Alabama,326113,Unlaminated plastics film and sheet (except packaging) manufacturing,2012,0,5,3,f,28568,478,998,19696,83387,333344,252382,D
0400000US01,01,Alabama,32612,"Plastics pipe, pipe fitting, and unlaminated profile shape manufacturing",2012,3,17,10,1001,43309,790,1703,27789,238153,456928,222919,8708
0400000US01,01,Alabama,326121,Unlaminated plastics profile shape manufacturing,2012,0,4,3,321,13870,226,513,7171,D,D,D,4111
0400000US01,01,Alabama,326122,Plastics pipe and pipe fitting manufacturing,2012,7,13,7,680,29439,564,1190,20618,D,D,D,4597
0400000US01,01,Alabama,32614,Polystyrene foam product manufacturing,2012,0,5,4,490,19265,398,832,14020,67687,D,83903,D
0400000US01,01,Alabama,326140,Polystyrene foam product manufacturing,2012,0,5,4,490,19265,398,832,14020,67687,D,83903,D
0400000US01,01,Alabama,32616,Plastics bottle manufacturing,2012,0,5,5,360,14863,316,640,11458,75909,138978,64316,3951
0400000US01,01,Alabama,326160,Plastics bottle manufacturing,2012,0,5,5,360,14863,316,640,11458,75909,138978,64316,3951
0400000US01,01,Alabama,32619,Other plastics product manufacturing,2012,1,87,53,7265,303136,5866,11894,199897,885488,1787666,897842,133541
0400000US01,01,Alabama,326191,Plastics plumbing fixture manufacturing,2012,0,12,4,539,21139,494,1149,18238,80384,D,149798,1795
0400000US01,01,Alabama,326199,All other plastics product manufacturing,2012,2,75,49,6726,281997,5372,10745,181659,805104,D,748044,131746
0400000US01,01,Alabama,3262,Rubber product manufacturing,2012,2,41,21,4920,254956,4165,8619,200893,1225517,1543614,326319,60533
0400000US01,01,Alabama,32621,Tire manufacturing,2012,3,17,6,3718,D,3153,6384,D,D,D,D,39554
0400000US01,01,Alabama,326211,Tire manufacturing (except retreading),2012,3,5,4,h,D,D,D,D,D,D,D,38705
0400000US01,01,Alabama,326212,Tire retreading,2012,1,12,2,c,D,D,D,D,D,D,D,849
0400000US01,01,Alabama,32622,Rubber and plastics hoses and belting manufacturing,2012,0,4,3,344,D,304,685,D,D,D,D,1467
0400000US01,01,Alabama,326220,Rubber and plastics hoses and belting manufacturing,2012,0,4,3,344,D,304,685,D,D,D,D,1467
0400000US01,01,Alabama,32629,Other rubber product manufacturing,2012,0,20,12,858,32019,708,1550,D,239279,D,133436,19512
0400000US01,01,Alabama,326291,Rubber product manufacturing for mechanical use,2012,2,6,3,140,6269,108,238,D,10690,D,15395,325
0400000US01,01,Alabama,326299,All other rubber product manufacturing,2012,0,14,9,718,25750,600,1312,20391,228589,D,118041,19187
0400000US01,01,Alabama,327,Nonmetallic mineral product manufacturing,2012,1,302,56,5598,264568,4251,8548,183163,806975,1626975,805247,109526
0400000US01,01,Alabama,3271,Clay product and refractory manufacturing,2012,3,26,15,1174,50031,922,1745,34789,118060,254465,124193,14201
0400000US01,01,Alabama,32711,"Pottery, ceramics, and plumbing fixture manufacturing",2012,4,3,0,13,290,8,6,182,150,D,854,D
0400000US01,01,Alabama,327110,"Pottery, ceramics, and plumbing fixture manufacturing",2012,4,3,0,13,290,8,6,182,150,D,854,D
0400000US01,01,Alabama,32712,Clay building material and refractories manufacturing,2012,3,23,15,1161,49741,914,1739,34607,117910,D,123339,D
0400000US01,01,Alabama,327120,Clay building material and refractories manufacturing,2012,3,23,15,1161,49741,914,1739,34607,117910,D,123339,D
0400000US01,01,Alabama,3272,Glass and glass product manufacturing,2012,0,14,3,909,48784,690,1370,32117,114420,283056,173971,D
0400000US01,01,Alabama,32721,Glass and glass product manufacturing,2012,0,14,3,909,48784,690,1370,32117,114420,283056,173971,D
